,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
1090,Potentilla verna,Rosaceae,Potentilla,verna,Fabids,perennial,Biotic,fleshy,0.509958333,PD,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,Prasium majus,Lamiaceae,Prasium,majus,Lamiids,perennial,Biotic,fleshy,7.85,NoInfo,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1092,Primula deorum,Primulaceae,Primula,deorum,Asterids,perennial,Biotic,fleshy,0.328675161,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,Primula farinosa,Primulaceae,Primula,farinosa,Asterids,perennial,Biotic,dry_dehiscent,0.075928571,PD,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.008317634,0.442711081,-3.181020037,26.61280214,2.709871166,0.937606612,35.18842671,18.03717758,52.68573686,0.53986742,52.14586944,17.15124913,NA,0.015402555,NA,1.49329396,NA,NA,6.912634174,12,1,0,0
1094,Primula frondosa,Primulaceae,Primula,frondosa,Asterids,perennial,Biotic,fleshy,0.328675161,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1095,Primula veris,Primulaceae,Primula,veris,Asterids,perennial,Biotic,dry_dehiscent,0.841004167,PD,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,-0.032108502,0.958913509,-8.148687904,14.93239242,-0.989251497,0.271059946,16.4059057,13.45887915,22.73579802,7.128986828,15.60681119,2.947026552,NA,NA,NA,NA,NA,NA,NA,14,1,1,1
1096,Prunella grandiflora,Lamiaceae,Prunella,grandiflora,Lamiids,perennial,Biotic,dry_dehiscent,1.196971429,PD,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,Prunella hyssopifolia,Lamiaceae,Prunella,hyssopifolia,Lamiids,perennial,Biotic,dry_dehiscent,1.134373344,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,Prunella vulgaris,Lamiaceae,Prunella,vulgaris,Lamiids,perennial,Biotic,dry_dehiscent,0.792181206,PD,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.020871784,1.128670456,-12.71567812,27.03818842,2.542924115,0.92709671,32.14088715,21.9354897,43.25263251,10.82374434,32.42888817,10.20539745,NA,NA,NA,NA,NA,NA,NA,9,1,0,0
1099,Prunus avium,Rosaceae,Prunus,avium,Fabids,woody,Biotic,fleshy,915.7624626,PD,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,-0.054431327,0.750399098,-1.357698371,6.893081068,1.228582537,0.773570389,8.852582167,4.93357997,15.64898224,-1.862820108,17.51180235,3.919002197,1.170543527,1.657487587,4.371106727,4.494444558,0.596215083,2.610169496,8.785859213,8,1,1,1
1100,Prunus mahaleb,Rosaceae,Prunus,mahaleb,Fabids,woody,Biotic,fleshy,86.43395346,PD,2,0,0,1,0,1,0,1,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101,Prunus prostrata,Rosaceae,Prunus,prostrata,Fabids,woody,Biotic,fleshy,49.28,PD,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,Prunus spinosa,Rosaceae,Prunus,spinosa,Fabids,woody,Biotic,fleshy,154.4407642,PD,6,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,-0.030717766,1.161364766,-11.52225275,18.90379593,-0.545151489,0.366990031,20.51627376,17.2913181,27.7416399,10.06595196,17.67568794,3.22495566,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1103,Pseudopodospermum molle,Asteraceae,Pseudopodospermum,molle,Campanulids,perennial,Biotic,dry_indehiscent,11.9809,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,Pseudopodospermum strictum,Asteraceae,Pseudopodospermum,strictum,Campanulids,perennial,Biotic,dry_indehiscent,12.53828,NoInfo,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,Ptelea trifoliata,Rutaceae,Ptelea,trifoliata,Malvids,woody,Biotic,dry_indehiscent,33.87956931,PD,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,Pterocephalus pterocephala,Caprifoliaceae,Pterocephalus,pterocephala,Campanulids,perennial,Biotic,fleshy,2.004772222,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,Ptilostemon afer,Asteraceae,Ptilostemon,afer,Campanulids,perennial,Biotic,dry_indehiscent,11.462,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,Ptilostemon casabonae,Asteraceae,Ptilostemon,casabonae,Campanulids,perennial,Biotic,dry_indehiscent,8.148,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1109,Puccinellia fasciculata,Poaceae,Puccinellia,fasciculata,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.2175,PD,1,1,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,Puccinellia festuciformis,Poaceae,Puccinellia,festuciformis,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.300913789,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,Pulicaria dysenterica,Asteraceae,Pulicaria,dysenterica,Campanulids,perennial,Biotic,dry_indehiscent,0.064625,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.063007812,2.981530587,-30.55890467,23.6600074,4.712613202,0.991098668,29.19937813,18.12063667,34.68386525,12.63614954,22.04771571,11.07874146,NA,NA,NA,NA,NA,NA,NA,8,1,1,1
1112,Pulmonaria rubra,Boraginaceae,Pulmonaria,rubra,Lamiids,perennial,Biotic,dry_dehiscent,3.6892,NoInfo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,Pyrus communis,Rosaceae,Pyrus,communis,Fabids,woody,Biotic,fleshy,33.82591329,PD,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,Pyrus spinosa,Rosaceae,Pyrus,spinosa,Fabids,woody,Biotic,fleshy,88.41630859,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,Quercus alnifolia,Fagaceae,Quercus,alnifolia,Fabids,woody,Biotic,dry_indehiscent,3610,ND,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,Quercus cerris,Fagaceae,Quercus,cerris,Fabids,woody,Abiotic,dry_indehiscent,4000.513,ND,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0.014548085,-0.446881536,3.934497662,15.35877489,0.502721208,0.623098612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0
1117,Quercus coccifera,Fagaceae,Quercus,coccifera,Fabids,woody,Biotic,dry_indehiscent,1636.808,ND,8,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1118,Quercus conferta,Fagaceae,Quercus,conferta,Fabids,woody,Biotic,dry_indehiscent,2309,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,Quercus ilex,Fagaceae,Quercus,ilex,Fabids,woody,Biotic,dry_indehiscent,2416.139412,ND,9,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0.023036913,-0.776021314,7.213782278,16.84299678,0.678520027,0.663408303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.113366972,NA,NA,9,0,1,0
1120,Quercus ithaburensis,Fagaceae,Quercus,ithaburensis,Fabids,woody,Biotic,dry_indehiscent,2348.179326,ND,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,Quercus libani,Fagaceae,Quercus,libani,Fabids,woody,Biotic,dry_indehiscent,1000,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,Quercus petraea,Fagaceae,Quercus,petraea,Fabids,woody,Biotic,dry_indehiscent,2087.099021,PD,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1123,Quercus pubescens,Fagaceae,Quercus,pubescens,Fabids,woody,Biotic,dry_indehiscent,1347.888889,ND,6,0,0,1,0,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,Quercus robur,Fagaceae,Quercus,robur,Fabids,woody,Abiotic,dry_indehiscent,2639.842648,PD,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,-0.003201823,0.07750253,1.195435879,12.10287478,1.664437589,0.840832798,21.548753,2.656996568,50.04300925,-25.83725968,75.88026893,18.89175643,10.72835537,26.38796838,5.985507749,17.02495479,8.611943292,36.41679145,18.83317574,11,1,0,0
1125,Quercus rotundifolia,Fagaceae,Quercus,rotundifolia,Fabids,woody,Biotic,dry_indehiscent,2083.356667,ND,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,Quercus suber,Fagaceae,Quercus,suber,Fabids,woody,Biotic,dry_indehiscent,3328.954444,PD,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1127,Ranunculus acris,Ranunculaceae,Ranunculus,acris,Early EU,perennial,Biotic,dry_indehiscent,1.749986207,M(P)D,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0.000968948,0.022708754,-0.204689243,-11.71825661,-0.337742747,0.416357895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6341951,NA,NA,14,0,0,0
1128,Ranunculus argyreus,Ranunculaceae,Ranunculus,argyreus,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,Ranunculus brutius,Ranunculaceae,Ranunculus,brutius,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,Ranunculus bulbosus,Ranunculaceae,Ranunculus,bulbosus,Early EU,perennial,Biotic,dry_indehiscent,2.739413889,M(P)D,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.008451022,-0.342623568,4.956186796,20.27113147,1.483503104,0.815101121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0
1131,Ranunculus cortusifolius,Ranunculaceae,Ranunculus,cortusifolius,Early EU,perennial,Biotic,dry_indehiscent,0.606,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1132,Ranunculus demissus,Ranunculaceae,Ranunculus,demissus,Early EU,perennial,Biotic,dry_indehiscent,2.3996,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,Ranunculus ficaria,Ranunculaceae,Ranunculus,ficaria,Early EU,perennial,Biotic,dry_indehiscent,2.88444,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,Ranunculus hayekii,Ranunculaceae,Ranunculus,hayekii,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,Ranunculus paludosus,Ranunculaceae,Ranunculus,paludosus,Early EU,perennial,Biotic,dry_indehiscent,0.22569,M(P)D,2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1136,Ranunculus pyrenaeus,Ranunculaceae,Ranunculus,pyrenaeus,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,Ranunculus repens,Ranunculaceae,Ranunculus,repens,Early EU,perennial,Biotic,dry_indehiscent,2.114573333,M(P)D,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138,Ranunculus reuterianus,Ranunculaceae,Ranunculus,reuterianus,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,Ranunculus sardous,Ranunculaceae,Ranunculus,sardous,Early EU,annual,Biotic,dry_indehiscent,1.3667,M(P)D,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,Ranunculus sartorianus,Ranunculaceae,Ranunculus,sartorianus,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,Ranunculus velutinus,Ranunculaceae,Ranunculus,velutinus,Early EU,perennial,Biotic,dry_indehiscent,2.258571884,M(P)D,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,Raphanus raphanistrum,Brassicaceae,Raphanus,raphanistrum,Malvids,perennial,Biotic,dry_dehiscent,16.86944105,PD,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.003903329,-0.116318265,2.545257506,14.89987774,1.678693546,0.842731458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0
1143,Rapistrum rugosum,Brassicaceae,Rapistrum,rugosum,Malvids,annual,Biotic,dry_dehiscent,1.868666667,PD,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,Reichardia picroides,Asteraceae,Reichardia,picroides,Campanulids,perennial,Biotic,dry_indehiscent,0.6744,NoInfo,7,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.058423291,-2.28676026,21.85202263,19.57062191,-0.524637591,0.371768451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371022695,NA,NA,5,0,1,0
1145,Reseda stricta,Resedaceae,Reseda,stricta,Malvids,perennial,NoInfo,fleshy,0.3,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1146,Reseda virgata,Resedaceae,Reseda,virgata,Malvids,perennial,NoInfo,fleshy,0.413443742,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1147,Rhamnus alaternus,Rhamnaceae,Rhamnus,alaternus,Fabids,woody,Biotic,fleshy,12.27171429,PD,7,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,-0.117321721,3.298922582,-21.38172249,14.05930016,1.808548895,0.859186404,15.70451162,12.4140887,20.42423761,7.694362701,12.72987491,3.290422919,0.325832553,0.624632089,1.195110609,0.98363595,0.310046379,0.779839194,2.099319668,4,1,1,1
1148,Rhamnus cathartica,Rhamnaceae,Rhamnus,cathartica,Fabids,woody,Biotic,fleshy,23.53589964,PD,2,0,0,1,0,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149,Rhamnus lycioides,Rhamnaceae,Rhamnus,lycioides,Fabids,perennial,Biotic,fleshy,13.29346667,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
1150,Rhamnus saxatilis,Rhamnaceae,Rhamnus,saxatilis,Fabids,perennial,Biotic,fleshy,18.095,PD,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1151,Rhinanthus minor,Orobanchaceae,Rhinanthus,minor,Lamiids,annual,Biotic,dry_dehiscent,2.235537755,PD,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1152,Rhinanthus rumelicus,Orobanchaceae,Rhinanthus,rumelicus,Lamiids,annual,Biotic,dry_dehiscent,1.240666667,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1153,Roemeria hybrida,Papaveraceae,Roemeria,hybrida,Early EU,annual,Biotic,dry_dehiscent,0.160409524,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1154,Roemeria sicula,Papaveraceae,Roemeria,sicula,Early EU,annual,Biotic,dry_dehiscent,0.138014286,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.16630468,4.660946659,-32.00277184,14.01327568,0.654793385,0.658089827,14.94113956,13.08541179,18.66541494,9.361136415,9.304278528,1.855727769,1.260629786,1.393148047,3.271230419,3.74693094,0.6826649,2.279467572,6.900489431,7,1,1,1
1155,Rorippa sylvestris,Brassicaceae,Rorippa,sylvestris,Malvids,perennial,Biotic,dry_dehiscent,0.084761538,NoInfo,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,Rosa arvensis,Rosaceae,Rosa,arvensis,Fabids,perennial,Biotic,dry_indehiscent,14.18318333,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,Rosa canina,Rosaceae,Rosa,canina,Fabids,perennial,Biotic,fleshy,21.32295634,PD,9,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0.138486403,-4.66154148,34.3139613,16.83032184,-4.913660381,0.007291988,NA,NA,13.05943321,20.60121046,-7.541777246,NA,1.051969397,0.728832138,NA,NA,0.37555567,1.64666437,NA,4,0,1,0
1158,Rosa heckeliana,Rosaceae,Rosa,heckeliana,Fabids,perennial,Biotic,fleshy,19.28991861,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1159,Rosa pendulina,Rosaceae,Rosa,pendulina,Fabids,perennial,Biotic,dry_indehiscent,15.99165,PD,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,Rosa pulverulenta,Rosaceae,Rosa,pulverulenta,Fabids,perennial,Biotic,fleshy,16.08613333,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
